pk,season,type,startDate,endDate,status,teamAwayID,teamHomeID
2019020235,20192020,R,2019-11-07T01:00:00Z,2019-11-07T03:36:00Z,Final,17,3
2019020236,20192020,R,2019-11-07T01:30:00Z,2019-11-07T04:12:18Z,Final,19,22
2019020237,20192020,R,2019-11-08T00:00:00Z,2019-11-08T02:42:01Z,Final,54,10
2019020238,20192020,R,2019-11-08T00:00:00Z,2019-11-08T02:43:16Z,Final,15,13
2019020239,20192020,R,2019-11-08T00:00:00Z,2019-11-08T02:34:03Z,Final,5,2
2019020240,20192020,R,2019-11-08T00:00:00Z,2019-11-08T02:36:57Z,Final,8,4
2019020241,20192020,R,2019-11-08T00:00:00Z,2019-11-08T02:30:36Z,Final,3,12
2019020242,20192020,R,2019-11-08T00:30:00Z,2019-11-08T03:11:47Z,Final,26,9
2019020243,20192020,R,2019-11-08T01:30:00Z,2019-11-08T04:08:15Z,Final,23,16
2019020244,20192020,R,2019-11-08T02:00:00Z,2019-11-08T04:40:54Z,Final,18,21
2019020245,20192020,R,2019-11-08T02:00:00Z,2019-11-08T04:38:41Z,Final,1,20
2019020246,20192020,R,2019-11-08T02:00:00Z,2019-11-08T04:29:29Z,Final,29,53
2019020247,20192020,R,2019-11-08T03:30:00Z,2019-11-08T06:11:14Z,Final,30,28
2019020248,20192020,R,2019-11-09T00:30:00Z,2019-11-09T03:24:23Z,Final,6,17
2019020249,20192020,R,2019-11-08T19:00:00Z,2019-11-09T03:49:48Z,Final,14,7
2019020250,20192020,R,2019-11-09T01:00:00Z,2019-11-09T03:27:31Z,Final,23,52
2019020251,20192020,R,2019-11-09T02:00:00Z,2019-11-09T04:39:07Z,Final,1,22
2019020252,20192020,R,2019-11-09T18:00:00Z,2019-11-09T20:53:09Z,Final,13,2
2019020253,20192020,R,2019-11-10T00:00:00Z,2019-11-10T03:06:23Z,Final,4,10
2019020254,20192020,R,2019-11-10T00:00:00Z,2019-11-10T02:48:27Z,Final,26,8
2019020255,20192020,R,2019-11-10T00:00:00Z,2019-11-10T02:51:25Z,Final,12,9
2019020256,20192020,R,2019-11-09T18:00:00Z,2019-11-10T02:58:54Z,Final,7,14
2019020257,20192020,R,2019-11-10T00:00:00Z,2019-11-10T02:46:06Z,Final,16,5
2019020258,20192020,R,2019-11-10T00:00:00Z,2019-11-10T02:45:34Z,Final,54,15
2019020259,20192020,R,2019-11-10T01:00:00Z,2019-11-10T03:35:09Z,Final,30,53
2019020260,20192020,R,2019-11-10T02:00:00Z,2019-11-10T04:33:56Z,Final,29,21
2019020261,20192020,R,2019-11-10T03:00:00Z,2019-11-10T05:50:00Z,Final,19,20
2019020262,20192020,R,2019-11-10T03:30:00Z,2019-11-10T06:17:42Z,Final,18,28
2019020263,20192020,R,2019-11-10T18:00:00Z,2019-11-10T20:46:27Z,Final,13,3
2019020264,20192020,R,2019-11-10T19:00:00Z,2019-11-10T21:41:43Z,Final,25,52
2019020265,20192020,R,2019-11-10T21:00:00Z,2019-11-10T23:30:43Z,Final,1,23
2019020266,20192020,R,2019-11-10T22:00:00Z,2019-11-11T00:33:14Z,Final,54,17
